,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
28091,France,"A tannic, structured wine, full of rich stone fruit flavors, with the acid hints of red berry fruits. It is fragrant and ripe with some depth and intensity.",Cuvée Tradition,88,,Beaujolais,Juliénas,,Roger Voss,@vossroger,Domaine du Clos du Fief 2006 Cuvée Tradition  (Juliénas),Gamay,Domaine du Clos du Fief,red,no
28343,France,"Vines on the slope of the Brouilly hill give a firmly structured wine. It is has a fine sense of balance between the tannins and the bright black-cherry fruits. Rich and crisp with acidity, it is going to be a wine that brings out so much fruitiness as it matures. Drink from late 2017.",Les Cailloux,89,22.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Emmanuel Fellot 2014 Les Cailloux  (Côte de Brouilly),Gamay,Emmanuel Fellot,red,no
28884,France,"Vines over 50-years-old give a concentrated cru wine. It is ripe with berry fruits topped by spice. Fruity and likely to develop quickly, it is an attractive wine to drink young from mid-2017.",Domaine du Pourpre,87,27.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2015 Domaine du Pourpre  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
28885,France,"While it misses out on the firmer side of the Morgon cru, this is a robust ripe wine. It has attractive red-cherry fruit and juicy acidity. The structure will allow it to age for a few more months, so drink from late 2017.",Flower Label,87,20.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Morgon),Gamay,Georges Duboeuf,red,no
28886,France,"A structured cru wine, full of firm tannins. It is a bold ripe wine with black-cherry fruit, a hint of banana and juicy acidity. The wine comes from a single 30-acre vineyard. Drink from late 2017.",Flower Label,87,20.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
28896,France,"Structured and dense, the wine is dominated by its tannins. With a dry core and only the hints of real fruitiness, it is likely to take a while to develop. Final acidity provides hints of a fruitier future. Drink from 2018.",Pierre Dupond Les Grands Cras,86,21.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Terroirs et Talents 2015 Pierre Dupond Les Grands Cras  (Morgon),Gamay,Terroirs et Talents,red,no
28968,France,"Fruity wine from one of the best produces of Gamay in the Loire. Cherry flavors, bright acidity and just a touch of tannin on this youthful wine.",Domaine de la Charmoise,86,14.0,Loire Valley,Touraine,,Roger Voss,@vossroger,Henry Marionnet 2011 Domaine de la Charmoise Gamay (Touraine),Gamay,Henry Marionnet,red,no
29346,France,"The wine has tannins and a stalky black-cherry character. With a firm texture and balanced acidity, the wine is developing although it is not yet ready to drink. Wait until 2017.",Collection,87,18.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,L. Tramier & Fils 2015 Collection  (Juliénas),Gamay,L. Tramier & Fils,red,no
29833,France,"A cherry-flavored wine, this is all fruit with a bright layer of acidity and hint of tannins. Juicy and full of freshness, it needs a few months; drink from 2018.",Belairissime Domaine des Ailes,88,19.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Vignerons de Bel Air 2016 Belairissime Domaine des Ailes  (Moulin-à-Vent),Gamay,Vignerons de Bel Air,red,no
30254,France,"Packed with strawberry aromas and red berry fruits, this is a ripe, fruit-forward wine only lightly disturbed by tannins. There is a great juicy quality here.",Château des Bachelards,86,,Beaujolais,Fleurie,,Roger Voss,@vossroger,Georges Duboeuf 2009 Château des Bachelards  (Fleurie),Gamay,Georges Duboeuf,red,no
30255,France,"Ripe and also tannic, this is structured wine, its berry fruits pushing through a dry plum skin texture. It is solid and chunky while remaining fresh and fruity.",Château des Vierres,86,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Georges Duboeuf 2009 Château des Vierres  (Beaujolais-Villages),Gamay,Georges Duboeuf,red,no
30269,France,"Packed with juicy red cherries, this is a fresh, fruity Beaujolais to drink this winter. There is just a touch of tannin as well as refreshing acidity.",Cuvée Terroir,86,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine Pral 2009 Cuvée Terroir  (Beaujolais),Gamay,Domaine Pral,red,no
30271,France,"This is a soft, open wine, full of ripe berry fruits and red cherries. There is only the lightest tannin, along with bright acidity, a wine that is so ready to drink.",Sélection,86,,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2009 Sélection  (Brouilly),Gamay,Georges Duboeuf,red,no
30283,France,"A solid, ripe wine, very much a nouveau for food, with some rich cherry fruit and an underlying smoky tannin layer. The fruit is ripe and full.",Nouveau,87,10.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Mommessin 2011 Nouveau  (Beaujolais-Villages),Gamay,Mommessin,red,no
30438,France,"This is described as a natural wine with zero sulphite. It has a perfumed character with an earthy edge that comes from the carbonic maceration (whole bunch fermentation). With cherry fruits and bright acidity, the wine is ready to drink.",Indigène,87,28.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Château de Javernand 2014 Indigène  (Chiroubles),Gamay,Château de Javernand,red,no
30487,France,"This Jadot is a combo of long-term contract vineyards and its Régnié Cru, demonstrating that knowing the terroir makes a difference. The blend shows well in this rich, full wine. It reveals ripeness—round and full of strawberry flavors from the 100% Gamay, with a tight layer of mineral acidity at the end.",Gamay,90,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Louis Jadot 2014  Beaujolais-Villages,Gamay,Louis Jadot,red,no
31551,France,"Aged 18 months in older wood barrels, this wine is bold and rich, while also stylish and balanced.The firm layer of tannins comes from the smoky wood aging as well as from the rich fruits. Concentrated and firm at this stage, the wine needs time. Drink from 2019.",Réserve Louis Leyre-Loup,90,26.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2015 Réserve Louis Leyre-Loup  (Morgon),Gamay,Domaine de Leyre-Loup,red,no
31571,France,"Developed by winemaker Loic Bulliat, this wine comes from an estate owned by his family. It's structured, firm with tannins and juicy acidity. The wine needs aging to allow the tannins to integrate with the red-berry fruits. Drink from 2019.",Château des Roches,90,18.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Vignobles Bulliat 2016 Château des Roches  (Fleurie),Gamay,Vignobles Bulliat,red,no
31966,France,"Full, ripe and smoky, this well-balanced wine has a dense texture to offset the bright red fruits and acidity. Spice, smoky flavors and a fresh red fruit aftertaste give a ready-to-drink feel.",Gamay,90,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Henry Fessy 2012  Beaujolais-Villages,Gamay,Henry Fessy,red,no
31970,France,"The wine at this stage is all tannin. But you can feel the weight of red fruits underneath. It will develop as a serious wine, packed with both fruit and structure. Strongly mineral and with a dark texture, it has considerable aging potential. Drink from 2016.",Grand Cras Vieilles Vignes,90,25.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Laurent Gauthier 2013 Grand Cras Vieilles Vignes  (Morgon),Gamay,Laurent Gauthier,red,no
32215,France,"Lightly tannic, this wine is about red cherry and blueberry fruits, along with hints of banana. Fresh and fruity, it offers a balance of acidity and tannins at the end. Drink now.",Grande QV,85,15.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Vignerons de Bel Air 2013 Grande QV  (Coteaux Bourguignons),Gamay,Vignerons de Bel Air,red,no
32574,France,"This highly perfumed wine comes from a small Gamay appellation that is in fact in the Mâcon region. With some tight tannins and rich black fruits, it is a ripe, juicy wine that has intense acidity as well as a spicy aftertaste. Drink this ripe wine from 2018.",Le Clos,86,26.0,Beaujolais,Beaujolais-Leynes,,Roger Voss,@vossroger,Château de Lavernette 2015 Le Clos  (Beaujolais-Leynes),Gamay,Château de Lavernette,red,no
32575,France,"Produced from organically grown grapes, this soft, fruity wine is full of red-cherry fruits. It also offers a touch of banana flavor as well as acidity and a bright, crisp juicy aftertaste. Drink now.",Château de Lavernette,86,21.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château de Lavernette 2016 Château de Lavernette  (Beaujolais-Villages),Gamay,Château de Lavernette,red,no
32579,France,"This crisp wine brings out good flavor depth from the cherry and red-berry fruits. It is concentrated for a simple Beaujolais, ripe and fruity, Drink now.",Vieilles Vignes,86,16.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine de la Prébende 2014 Vieilles Vignes  (Beaujolais),Gamay,Domaine de la Prébende,red,no
32666,France,"There is no question about the wood here. It dominates the aroma and the palate, burying the fruit in a smooth, vanilla character. It is a pleasure to drink, but seems to have removed itself from Beaujolais.",Cuvée Elevé en Fût de Chêne,87,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2009 Cuvée Elevé en Fût de Chêne  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
32814,France,"Named after the French soldier who served under George Washington, this is an attractive, upright wine. Acidity and fresh cherries come through strongly along with a dry layers of tannins. It's likely to age at least a few more months, so drink from 2016.",Domaine de Lafayette,87,,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine de Lafayette  (Brouilly),Gamay,Georges Duboeuf,red,no
33046,France,"The wine has tannins and a firm dry texture. With bitter cherry and strawberry flavors, it is a solid wine that finishes with perfumed acidity. Drink now.",Gamay,87,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Louis Tête 2015  Beaujolais-Villages,Gamay,Louis Tête,red,no
33345,France,"A comparatively serious Villages, its tannins firmly in evidence. There is a touch of woodiness as well. Only gradually does the red fruit come through. The aftertaste has fruity and acidity, but still those tannins.",Gamay,84,11.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Louis Tête 2008  Beaujolais-Villages,Gamay,Louis Tête,red,no
33423,France,"This is Drouhan's second vintage of handling the vines, wines and marketing in partnership with the Hospices de Belleville charity. This open generous wine is packed with ripe red fruit and given shape by light tannins. There is a fresh crisp aftertaste that gives the wine a great lift.",Hospices de Belleville,88,24.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Joseph Drouhin 2015 Hospices de Belleville  (Brouilly),Gamay,Joseph Drouhin,red,no
33430,France,"The estate is located to the north west of the village of Fleurie, further into the hills. The wine is structured and tannic with layers of red berries and tight acidity. It will need to soften for a few months, so drink from late 2017.",Château des Labourons,88,224.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Henry Fessy 2015 Château des Labourons  (Fleurie),Gamay,Henry Fessy,red,no
33435,France,"A soft and fruity wine that has lively acidity and light tannins. The wine is finely balanced, full of red-cherry flavors. It's an immediately attractive, ripe cru wine that is ready to drink.",Chamodère,88,17.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Domaine les Capréoles 2015 Chamodère  (Régnié),Gamay,Domaine les Capréoles,red,no
33438,France,"From dark granite soil, this wine is structured and concentrated. It has ripe black-cherry fruit and spice that add to the mineral texture and firm tannins in the background. Drink this cru wine from late 2017.",Flower Label,88,20.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Saint-Amour),Gamay,Georges Duboeuf,red,no
33460,France,"This negociant wine is soft, ripe and smoothly textured. It has a fine balance between acidity and the rich red cherry fruit. With its edge of tannins, it has a good structure that gives it shape. Drinkable now.",Gamay,88,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Stéphane Aviron 2015  Beaujolais-Villages,Gamay,Stéphane Aviron,red,no
34208,France,"Structured, smoky and full of black cherry fruits, this is a wine whose appellation of Villages brings out just that extra bit of weight and richness. It's still fruity, ready to drink and fresh on the finish.",Nouveau,86,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Henry Fessy 2014 Nouveau  (Beaujolais-Villages),Gamay,Henry Fessy,red,no
34218,France,"If Nouveau could be serious, this would be it. It has weight, a surprising amount of richness and a structured, tannic character. It ranks in the food-wine category, while not at all detracting from its natural bright fruit aftertaste.",Nouveau,86,13.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Antonin Rodet 2014 Nouveau  (Beaujolais),Gamay,Antonin Rodet,red,no
34319,France,"This is a banana and red-cherry-flavored wine, that has a light tannic structure to contrast with the fruitiness. It is ready to drink.",Gamay,84,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Boischampt 2015  Beaujolais-Villages,Gamay,Domaine de Boischampt,red,no
34322,France,This is a bright and fruity wine with attractive red-cherry flavors and light tannins. It has crisp acidity and a fresh aftertaste. The wine is ready to drink.,Flower Label,84,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Beaujolais),Gamay,Georges Duboeuf,red,no
34325,France,"The wine is light and instantly fruity. It has red fruits and soft acidity, giving an warm rounded aftertaste.",Automne Ensoleillé,84,13.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Vignerons de Bel Air 2015 Automne Ensoleillé  (Beaujolais),Gamay,Vignerons de Bel Air,red,no
34330,France,"This is a refreshingly crisp and fruity wine. It has the lightest of tannins to shape the fresh red-fruit flavors. The wine comes from a 74-acre estate, owned by the same family for 10 generations.",Vieilles Vignes Les Pierres Dorées,84,13.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine Romy 2015 Vieilles Vignes Les Pierres Dorées  (Beaujolais),Gamay,Domaine Romy,red,no
34337,France,The wine is tight with its red fruits dominated by acidity. It shows tannins and intense freshness that creates a bitter aftertaste.,Cuvée les Chalandières,84,16.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Château du Châtelard 2015 Cuvée les Chalandières  (Beaujolais),Gamay,Château du Châtelard,red,no
34537,France,"A richly aromatic wine, with swathes of sweet fruit, ripe tannins and a juicy, jammy feel. This is so generous, open, welcoming. There is structure as well, cushioned by the sweet fruits.",Gamay,92,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Henry Fessy 2009  Fleurie,Gamay,Henry Fessy,red,no
34538,France,"Ripe, rounded and generous, a warm plum juice-flavored wine. There is power and concentration. It is a very complete, ageworthy wine, although accessible now.",Gamay,92,20.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Henry Fessy 2009  Saint-Amour,Gamay,Henry Fessy,red,no
34560,France,"A wine that combines richness with a great structure. It is ripe, smoky, the red fruits rich and concentrated. A wine that is packed with juicy fruit and also with a good aging potential.",Gamay,92,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château de la Terrière 2009  Moulin-à-Vent,Gamay,Château de la Terrière,red,no
34561,France,"A finely perfumed wine, touched with wood, Beaujolais in a Burgundy style, structured and with intense acidity. It is packed with firm tannins, surrounded by a lively cherry and rich fruit character.",Clos du Grand Carquelin,92,34.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château des Jacques 2010 Clos du Grand Carquelin  (Moulin-à-Vent),Gamay,Château des Jacques,red,no
34563,France,"Such a concentrated wine, with the intensity of red Burgundy but with the juiciness of Beaujolais. Swathes of smooth fruit wash around the palate, coupled with a touch of minerality and a dense texture. Age for 2–3 years and more.",Champ de Cour,92,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Jacques Charlet 2009 Champ de Cour  (Moulin-à-Vent),Gamay,Jacques Charlet,red,no
34827,France,"These are definitely old vines, at nearly 100 years of age. The wine from this impeccable producer is juicy with great fruitiness and rich red-cherry flavors. It has fine acidity and light tannins. As befits a wine from Regnié, it is likely to age easily and with fine fruit. Drink from 2017.",Haute Ronze Vieilles Vignes,89,30.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Jean-Michel Dupré 2015 Haute Ronze Vieilles Vignes  (Régnié),Gamay,Jean-Michel Dupré,red,no
34837,France,"Vines on the slope of the Brouilly hill give a firmly structured wine. It is has a fine sense of balance between the tannins and the bright black-cherry fruits. Rich and crisp with acidity, it is going to be a wine that brings out so much fruitiness as it matures. Drink from late 2017.",Les Cailloux,89,22.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Emmanuel Fellot 2014 Les Cailloux  (Côte de Brouilly),Gamay,Emmanuel Fellot,red,no
35081,France,"Old vines help give smoothness and concentration to this ripe wine. It has soft tannins, well integrated into the black cherry fruits, and acidity. With its spice and rounded texture, it is a wine to drink now.",Gamay,87,19.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de Pierreux 2012  Brouilly,Gamay,Château de Pierreux,red,no
35561,France,"Firmly tannic, this is a solid, chunky wine. It's full of dark plum, black currant and cherry flavors that fill out the firm, dry structure. Concentrated while also fruity, it's worth aging for a year.",Domaine Moulin à Vent,91,14.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2011 Domaine Moulin à Vent  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
35752,France,"A weighty wine that has black fruits, solid tannins and richness. It has a dense layer of spice and fruit that has acidity as well as juiciness. Worth aging for 6–12 months.",Hiver Gourmand,86,,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2010 Hiver Gourmand  (Morgon),Gamay,Vignerons de Bel Air,red,no
35753,France,"A rich wine, with some weight, black cherry flavors and an edge of tannin. This is sufficiently structured to age, but the fresh fruit is all ready to appeal now.",Nouveau,86,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Vignerons de Bel Air 2011 Nouveau  (Beaujolais-Villages),Gamay,Vignerons de Bel Air,red,no
36382,France,"Fresh and fruity, this is also a wine with some depth and concentration. Ripe, bright cherry fruits are layered with some firmer tannins as well as acidity. It's drinkable now although it will be better from 2016.",Gamay,88,25.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Joseph Drouhin 2012  Moulin-à-Vent,Gamay,Joseph Drouhin,red,no
36555,France,"Black fruits and rich tannins bring out the fruitiness. A strongly mineral character gives structure, while still allowing room for the red cherry and raspberry fruit flavors. It will age, so drink from 2016.",L'Aurore des Côtes,90,22.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Fabien Collonge 2013 L'Aurore des Côtes  (Chiroubles),Gamay,Fabien Collonge,red,no
36564,France,"Full, ripe and smoky, this well-balanced wine has a dense texture to offset the bright red fruits and acidity. Spice, smoky flavors and a fresh red fruit aftertaste give a ready-to-drink feel.",Gamay,90,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Henry Fessy 2012  Beaujolais-Villages,Gamay,Henry Fessy,red,no
36568,France,"The wine at this stage is all tannin. But you can feel the weight of red fruits underneath. It will develop as a serious wine, packed with both fruit and structure. Strongly mineral and with a dark texture, it has considerable aging potential. Drink from 2016.",Grand Cras Vieilles Vignes,90,25.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Laurent Gauthier 2013 Grand Cras Vieilles Vignes  (Morgon),Gamay,Laurent Gauthier,red,no
36664,France,"The wine is pure fruit, deliciously perfumed and with a rounded ripe character. It has acidity and structure although these are just supports for the bright fruits. The acidity at the end will allow it to age further, so drink from 2019.",Le Griottier,92,25.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Jean-Michel Dupré 2014 Le Griottier  (Morgon),Gamay,Jean-Michel Dupré,red,no
36737,France,"There is some of the structure characteristic of 2010 Beaujolais in this wine, but it is mainly dominated by a red cherry flavor and fresh acidity. It's ripe, fruity and ready to drink.",Gamay,85,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Jaffelin 2010  Beaujolais-Villages,Gamay,Jaffelin,red,no
36753,France,"A soft, fragrant red-cherry flavor dominates this fruity, open and easy wine. Very ready to drink, it has attractive acidity and a light spice to the finish.",Château du Prieuré,85,,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2011 Château du Prieuré  (Brouilly),Gamay,Georges Duboeuf,red,no
37251,France,"This structured wine discloses dark tannins and a firm, dense character. The granite soil comes through strongly in the cool minerality and tight texture. It has weight and potential richness, but it does need to age. Drink from 2016.",Gamay,88,18.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Henry Fessy 2012  Chiroubles,Gamay,Henry Fessy,red,no
37268,France,"This is a bright, fruity wine made delicious by red berry flavors that come with a touch of spice and smoke. It has a good future, fresh and juicy while showing some structure. Drink now, but it will be better in 2015.",Tracot,88,16.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Dubost 2013 Tracot  (Beaujolais-Villages),Gamay,Domaine Dubost,red,no
37270,France,"Ripe and delicious, this is full of fruit along with balanced structure. It is lively, with some youthful acidity as well as rich red berry flavors. It's ready to drink now.",Château du Grand Vernay,88,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Georges Duboeuf 2012 Château du Grand Vernay  (Beaujolais-Villages),Gamay,Georges Duboeuf,red,no
37583,France,"The wine is full of fresh fruits and crisp acidity. Alongside that, ripe plum skins and a mineral texture promise short-term aging. The old vines give concentration that adds a firm structure at the end.",Vieilles Vignes,87,22.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Les Frères Perroud 2013 Vieilles Vignes  (Brouilly),Gamay,Les Frères Perroud,red,no
37993,France,"From a single parcel that is above the emblematic windmill of Moulin-à-Vent, this wine shows its 16 months of wood aging in its smooth and perfumed character. Cherries and freshly ground spice mix with some firm tannins to give structure while leaving room for the fruit. Drink from 2017.",La Rochelle,92,59.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château du Moulin-à-Vent 2012 La Rochelle  (Moulin-à-Vent),Gamay,Château du Moulin-à-Vent,red,no
38701,France,"There is a layer of tannins here that impart a dry edge to what is otherwise sweetly fruity wine. It is full and juicy, with strawberry fruit flavors.",Nouveau,84,10.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Georges Duboeuf 2011 Nouveau  (Beaujolais),Gamay,Georges Duboeuf,red,no
38702,France,"A fruity wine, full of red cherries and plenty of acidity. There is dry structure, making it food friendly, but the wine is not for aging.",Gamay,84,16.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Gérard Brisson 2010  Beaujolais-Villages,Gamay,Gérard Brisson,red,no
39141,France,"Firm tannins show the structure and density of this wine. Dark plum fruits give a concentrated character that is cut by red-cherry acidity. Big and bold, this ripe while fresh wine needs to age. Drink from 2017.",Automne Festif,89,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Automne Festif  (Fleurie),Gamay,Vignerons de Bel Air,red,no
39147,France,"Jammy fruits are still kept in check by the dry tannins that surround this wine. It has a firm structure, intense acidity and black plum-skin fruit flavors. It's a serious wine, solid and certainly needing to age. Drink from 2017.",Hiver Gourmand,89,19.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Hiver Gourmand  (Morgon),Gamay,Vignerons de Bel Air,red,no
39149,France,"While this structured wine has firm tannins, it also holds the potential of warm red-cherry fruits and acidity. It is concentrated, structured and ripe. Drink from late 2016.",Coeur de Gamay,88,,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Patrick Tranchand 2014 Coeur de Gamay  (Saint-Amour),Gamay,Patrick Tranchand,red,no
39276,France,"The wine shows very ripe fruits that are now at their peak. It is rich, rounded with touches of spice, toast and mature berries. The acidity is now totally integrated into this full-bodied wine that is ready to drink.",Cuvée Grand Réserve,91,12.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château de Lacarelle 2011 Cuvée Grand Réserve  (Beaujolais-Villages),Gamay,Château de Lacarelle,red,no
39333,France,"From the cru village of Boudes, this wine is now mature with its soft red fruits and juicy acidity creating a fruity refreshing wine. The wine, produced on the edge of France's central mountains comes from vineyards that are just a couple of mountain ranges away from Beaujolais in a direct line to the east.",Les Demoiselles,87,15.0,Loire Valley,,,Roger Voss,@vossroger,Domaine Sauvat 2015 Les Demoiselles Gamay,Gamay,Domaine Sauvat,red,no
39430,France,"Big and ripe, this is structured with fine acids, rich berry fruits and firm tannins. The ensemble is full bodied, juicy and elegant, finishing with crisp flavors of red cherry and pepper.",Domaine de l'Institut Pasteur,90,,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Château des Ravatys 2009 Domaine de l'Institut Pasteur  (Côte de Brouilly),Gamay,Château des Ravatys,red,no
39442,France,"This selection is named after the cherry trees that border the vineyard, and it's not too much of a stretch of the imagination to find a red cherry flavor in the wine. Red berry fruits are there as well, backed up by dry, firm tannins.",Les Cerisiers,90,17.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Pascal Aufranc 2011 Les Cerisiers  (Juliénas),Gamay,Pascal Aufranc,red,no
39622,France,"A selection from parcels of vines in the La Rochelle section of Moulin à Vent, this wine comes from one of top recent vintages in Beaujolais. It is rich and packed with mature fruit. There are acidity, integrated tannins and secondary flavors of juicy acidity and smokiness. It is ready to drink. Owner Jean-Jacqus Parinet left the IT world for wine and bought Château Moulin-à-Vent in 2009 and Bief in 2012.",Gamay,92,35.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine de la Tour du Bief 2010  Moulin-à-Vent,Gamay,Domaine de la Tour du Bief,red,no
40021,France,"Ripe and juicy, this is a warm, red-fruited wine. With plenty of acidity, it is fresh, although the big attraction here is the fresh fruit balanced by the firm, smoky tannins. Drink from summer 2016.",La Chenevière,87,15.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 La Chenevière  (Morgon),Gamay,Vignerons de Bel Air,red,no
40678,France,"Typically fresh and fruity, this strawberry-jelly flavored wine is light, ripe and soft. With fresh acidity and only a hint of tannins, it is ready to drink.",Domaine Pignard,85,13.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Jean-Claude Debeaune 2012 Domaine Pignard  (Beaujolais),Gamay,Jean-Claude Debeaune,red,no
40815,France,"Intensely juicy, this wine delivers tannins as well as red berry fruit flavors. Great acidity brings out a fresh side. The structure will push the wine forward and give it a good future. Drink from 2017.",Les Michelons,90,25.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Yohan Lardy 2013 Les Michelons  (Moulin-à-Vent),Gamay,Yohan Lardy,red,no
40821,France,"Properly structured, this is a solid wine. Great swathes of plum fruits are partnered with firm tannins. It is dark and firm, with a dense character. Touches of chocolate and roasted coffee go with the rich plums. Drink from 2015.",Gamay,90,19.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Henry Fessy 2012  Morgon,Gamay,Henry Fessy,red,no
40825,France,"This serious wine is still very young. Its black fruits and firm tannins are showing considerable potential, with acidity and a firm core still developing. This will be a powerful wine and one that needs to age. Drink from 2016.",Gamay,90,18.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Château de Pizay 2013  Morgon,Gamay,Château de Pizay,red,no
40833,France,"This rich and full-bodied wine has spice, black fruits and smoky tannins all bundled together into a ripe structure. It's a complex, concentrated wine with finishing acidity that needs to age, so drink from 2015.",Cuvée Monthieux,90,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Dubost 2013 Cuvée Monthieux  (Beaujolais-Villages),Gamay,Domaine Dubost,red,no
41163,France,"From a traditional vineyard with old vines, this is a dense and structured wine. It has minerality, dark black fruits, a tense texture and a dry, tannic core. Drink from 2014.",La Passion,89,25.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Signé Vigneron 2012 La Passion  (Moulin-à-Vent),Gamay,Signé Vigneron,red,no
41169,France,"Attractive and fruity wine with a twist of tannin over the juicy yet bitter cherry fruit. The wine has a sense of structure, firm and showing some wood as well as tannin. Worth aging another year.",Flower Label,89,,Beaujolais,Fleurie,,Roger Voss,@vossroger,Georges Duboeuf 2011 Flower Label  (Fleurie),Gamay,Georges Duboeuf,red,no
